TOT_POP,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_number,Urban_rural_code,age 0-19 pct %,age 20-39 pct %,age 40-59 pct %,age 60-79 pct %,age 80+ pct %
16927,2.623028298,0.478525433,0.206770249,0.029538607,0.85071188,13.1,43.4,31.2,12.2,15.7,49639,7169,4.0,89.1,230.8,212.0,80.3,74.4,6.5,6.1,8.734309113,2.137414191,0.333891921,6.65507306,8.405476161,22.02168988,0,17062,4098,24.0,13280,49.5,6569,39.2,5206,1179,11.2,1493,13.8,1829,449,6,23.47728481,24.387073909999998,25.86400426,22.035800793,4.235836238
11964,0.860916082,0.150451354,0.35105316,0.016716817,0.743898362,7.7,43.5,31.8,16.9,8.6,64190,6407,2.7,106.9,218.2,193.1,84.8,77.9,6.9,6.5,7.285726099,3.23346741,0.447302643,4.844515065,8.191703486,15.49259239,0,12140,3281,27.0,9149,42.4,3877,35.0,3202,734,7.5,685,11.2,1022,287,6,25.534938150000002,20.83751254,24.949849540000002,22.759946504,5.91775326
1218452,13.41316687,0.159382561,4.102582621,0.036193465,2.223559073,5.7,27.8,25.8,40.7,11.7,59881,645169,4.0,98.3,320.5,273.3,100.8,88.2,8.7,7.2,666.2590287,539.3434862,18.93267838,987.1631703,685.3819852,2546.587951,580,1229605,303430,24.7,990703,41.7,413499,31.9,316034,67212,6.8,66908,10.3,101890,28884,1,21.309743840000003,28.004385890000002,24.51224997,20.924747136999997,5.24887316
94632,54.42767774,0.515681799,1.531194522,0.157452025,3.041254544,12.5,29.8,36.5,21.3,19.2,47343,44095,4.1,65.2,263.2,231.8,90.3,81.7,7.3,6.3,49.7508532,23.35334824,1.066565857,47.19553916,41.4294175,130.565437,22,95536,19091,20.0,72580,53.0,38444,42.9,31137,5144,7.8,5648,14.0,10189,2494,2,25.36668357,30.73801674,22.94995351,17.258432667,3.686913518
8645,0.43956044,0.30075188,0.3470214,0.06940428,0.948525159,7.2,41.6,34.2,17.0,15.1,49956,4467,2.0,83.2,218.2,193.1,84.8,77.9,6.9,6.5,5.264552167,2.336453173,0.323213921,3.500571108,5.919197312,11.19470588,0,8600,2459,28.6,6637,46.3,3074,37.4,2482,577,8.1,539,11.9,793,224,6,25.1474841,20.844418740000002,24.765760559999997,23.065355701,6.176980914
4081,0.882136731,4.778240627,0.098015192,0.0,1.176182308,8.1,35.4,37.3,19.2,11.6,47360,1794,3.2,72.6,237.6,217.1,87.0,79.6,10.5,9.7,2.453721136,1.218806779,0.209398521,1.884586693,3.151716208,4.848381151,0,4272,1309,30.6,3166,51.5,1629,39.9,1263,303,8.1,255,12.4,393,114,6,24.20975251,20.41166381,23.84219554,23.474638571,8.061749571
6221,3.64893104,1.028773509,0.546535927,0.562610513,0.948400579,15.5,49.3,23.1,12.2,15.3,41978,2811,3.1,77.1,273.1,236.3,86.6,79.0,7.0,6.3,3.469733706,0.675262779,0.123882795,3.869814209,2.778224003,11.03267683,0,6382,1620,25.4,4825,52.0,2511,37.0,1785,462,10.9,525,14.1,679,174,6,24.851310069999997,21.20237904,27.42324385,21.411348662,5.111718373
3618,0.276395799,2.26644555,1.050304035,0.11055832,2.902155887,11.5,33.8,36.6,18.2,12.5,46986,2016,2.6,78.7,239.2,214.5,88.2,80.3,6.8,6.2,1.959712181,1.541515228,0.174405007,1.676538459,2.362906553,5.147760705,0,3688,1160,31.5,2837,47.1,1336,37.9,1075,273,9.0,255,13.0,369,108,6,23.88059702,19.789939198,24.184632399999998,24.93090105,7.213930348
64889,0.849142382,0.989381868,0.486985468,0.033904052,1.627394474,6.3,30.3,39.1,24.3,12.6,53481,32232,3.9,76.1,302.7,265.0,104.9,96.0,7.4,6.6,33.30500061,20.95439622,1.468658013,37.17901977,40.54421254,108.5072294,16,63505,17980,28.3,50836,41.0,20852,30.4,15454,3896,6.4,3247,10.5,5348,1636,5,23.52941177,22.05612662,24.29995839,24.825471190000002,5.289032039
8058,0.608091338,0.446760983,0.521221147,0.012410027,0.794241747,7.9,37.7,34.6,19.9,9.1,57208,4533,2.3,95.8,239.2,214.5,88.2,80.3,6.8,6.2,4.36466577,3.433258625,0.38843437,3.733982008,5.262659205,11.46507898,0,8105,2184,26.9,6190,44.0,2721,34.9,2160,480,7.3,449,11.0,681,191,6,25.44055596,21.109456450000003,25.403325889999998,21.742367834,6.304293869
35636,0.600516332,0.322707375,0.367605792,0.047704568,0.895162196,15.9,39.7,29.0,15.3,11.6,56693,17494,2.6,101.7,230.8,212.0,80.3,74.4,6.5,6.1,18.38812782,4.499845933,0.702934513,14.0107629,17.69584383,46.36172626,4,35018,7140,20.4,24482,46.4,11355,35.3,8642,2086,10.9,2676,12.9,3161,811,5,33.777640590000004,23.04411269,21.87675384,16.76114042,4.540352453
874759,12.23514134,0.329462172,4.14925711,0.034180843,2.438843156,10.3,29.7,35.4,24.5,11.0,62191,445483,4.0,109.8,287.0,249.7,97.8,87.6,7.9,6.7,386.8014864,331.0565663,12.60167739,648.8988737,527.082659,1776.749,122,864019,192977,22.3,690750,44.8,309434,33.8,233473,52383,8.3,57499,11.7,80943,20848,2,23.127627150000002,25.56555577,27.45041777,19.5875664,4.268832901
32106,10.46533358,0.314582944,0.507693266,0.0716377,1.308166698,16.6,39.3,31.4,12.8,13.8,53607,14202,4.4,82.4,284.4,240.5,99.6,87.2,7.0,5.8,12.5061673,6.279542394,0.471217668,24.31936743,15.255357,53.88512622,0,32829,8130,24.8,25903,50.3,13042,36.6,9480,2187,9.8,2530,12.0,3100,866,6,21.21721797,26.43742603,26.792499839999998,20.307730646,5.245125522
14275,60.40630473,0.42732049,0.525394046,0.077057793,1.113835377,17.7,33.2,30.4,18.7,26.7,36230,4990,6.5,69.1,229.5,205.0,80.1,72.3,7.0,6.2,5.955255445,2.945338502,0.193735326,6.000179579,6.57296228,18.11565683,0,14842,3897,26.3,11551,56.3,6498,42.1,4863,1088,9.6,1108,18.4,2125,518,6,23.656742558,22.78108581,24.34325745,23.866900174,5.352014011
309461,9.022784777,0.370967586,1.347181066,0.074322774,2.983897809,10.3,31.5,34.1,24.0,14.2,59265,152368,5.4,105.5,292.7,248.6,93.7,83.7,8.3,7.1,159.8737544,59.19485259,5.135868248,209.2998679,143.1159987,603.120363,75,305405,71677,23.5,241295,45.7,110292,35.2,84936,20163,9.0,21680,13.7,33089,7691,2,24.62701278,23.3854993,26.66862707,20.851738987,4.467121867
17142,64.18737604,0.437521876,0.420021001,0.0233345,1.143390503,21.3,42.1,24.3,12.3,28.1,33199,6586,4.6,63.3,229.5,205.0,80.1,72.3,7.0,6.2,7.151312703,3.536882143,0.232645251,7.205259428,7.893080169,21.75401677,0,17897,4150,23.2,13689,52.2,7144,42.4,5804,1270,10.3,1408,18.6,2548,614,6,22.51779256,26.97468207,24.99124956,21.7127523,3.80352351
484411,24.50109514,0.551391277,1.693396723,0.059660082,1.943803919,11.9,35.0,31.0,22.1,15.7,55280,232368,4.9,99.2,230.8,212.0,80.3,74.4,6.5,6.1,249.955421,61.16777607,9.555202889,190.4525667,240.5449939,630.2090633,188,488694,104898,21.5,371217,50.5,187428,40.9,151828,28767,9.4,34844,14.7,54466,12591,2,25.8429309,24.97631144,25.83302196,19.197747362,4.149988336
18743,2.801045724,2.235501254,1.424531825,0.208077682,2.27284853,19.1,29.7,26.1,25.1,22.6,41700,7875,4.3,88.0,244.8,213.8,91.1,82.1,7.7,7.3,9.141495675,4.75858679,0.366733192,8.756873059,10.15224813,25.88599656,0,19313,3425,17.7,14191,44.6,6323,33.8,4797,971,6.9,980,10.9,1551,457,5,29.20557008,31.14762845,20.12484661,15.739209305000001,3.782745558
54012,2.11064208,0.499888914,0.575797971,0.057394653,1.316374139,15.5,38.9,29.1,16.4,13.8,49611,24009,3.8,94.7,253.1,225.8,85.1,77.8,8.1,7.4,45.85827436,9.509927459,0.917484612,28.61754178,19.83362388,80.60301772,6,52887,13602,25.7,43394,53.9,23374,39.3,17054,4118,11.4,4957,14.1,6128,1500,4,22.311708510000003,22.66348219,27.74938903,23.052284673000003,4.223135599
42454,8.508032223,1.031704904,1.283742404,0.115419042,1.578178735,12.7,29.1,36.7,21.5,8.5,89513,19157,5.4,147.6,224.8,199.9,72.9,66.5,6.2,5.4,14.64346978,8.642605449,0.773589363,16.06344261,14.21747794,50.1398322,0,39283,6340,16.1,30571,44.9,13721,37.2,11372,2051,7.0,2137,11.3,3449,864,2,30.67791021,26.70890846,25.474631369999997,14.914966787000001,2.223583172
277097,19.18967004,0.417182431,4.974070452,0.090581998,3.410358106,10.3,33.6,25.6,30.5,13.2,57979,142393,4.0,95.2,320.5,273.3,100.8,88.2,8.7,7.2,151.5187944,122.6560111,4.305617605,224.497931,155.8676845,579.1380222,142,273329,61034,22.3,214742,41.1,88350,32.2,69147,14948,7.2,15560,11.4,24525,6550,3,24.56829197,26.16845365,25.424309899999997,19.662428677999998,4.176515805
114772,7.170738508,0.291883038,1.370543338,0.063604363,2.296727425,10.7,34.6,30.5,24.3,22.5,43096,54159,4.0,77.3,230.8,212.0,80.3,74.4,6.5,6.1,59.22219682,14.49254454,2.263924118,45.1241239,56.99257458,149.3160862,36,115938,25540,22.0,93698,45.1,42276,33.5,31389,7094,9.6,9026,12.1,11383,2891,4,23.966646917,30.544035129999997,22.46453839,18.538493707,4.486285854
370200,14.68908698,0.828741221,6.993787142,0.099135602,2.052404106,12.3,25.3,32.7,29.7,10.1,74225,175989,4.5,122.4,224.8,199.9,72.9,66.5,6.2,5.4,127.6914428,75.36374752,6.745719657,140.0736433,123.9767827,437.2206595,16,345995,57101,16.5,272255,43.8,119229,35.7,97195,16223,5.7,15412,11.5,31365,7276,2,28.86601837,27.56401945,26.34278768,14.792274446,2.434900054
107239,9.407025429,0.528725557,1.837950746,0.06247727,1.928402913,6.9,25.6,28.3,39.2,5.2,91028,58367,2.6,125.4,263.2,231.8,90.3,81.7,7.3,6.3,56.37872755,26.46451213,1.208655169,53.48299121,46.94869921,147.9595369,24,103218,23448,22.7,83667,38.4,32101,27.2,22757,5435,6.5,5408,9.8,8165,2266,2,24.701834220000002,22.14399612,28.372140729999998,20.741521276,4.040507651
7507,1.691754363,0.226455308,0.213134408,0.0,1.265485547,10.7,50.4,26.0,12.9,13.6,50768,2750,6.4,115.3,263.4,231.6,100.1,89.4,10.5,9.2,3.915975572,2.776933845,0.232796849,4.057316517,5.158944464,11.65231373,0,7527,1842,24.5,6110,53.4,3265,36.5,2230,622,12.6,768,14.7,896,205,6,20.714000268,24.95004663,28.61329426,21.579858802,4.142800053
8746,0.285844958,0.274411159,0.182940773,0.022867597,1.063343243,11.9,48.7,25.4,13.9,15.5,46054,3072,7.4,104.6,263.4,231.6,100.1,89.4,10.5,9.2,4.562291509,3.23525555,0.271219028,4.726960204,6.010407391,13.575481,0,8949,2551,28.5,7028,54.0,3796,36.2,2544,792,13.4,944,15.6,1098,256,6,21.78138578,19.654699291,27.53258633,25.565973014999997,5.465355591
291408,11.22412562,0.277960797,3.09943447,0.071034426,2.241530775,7.1,33.0,28.0,31.9,7.6,81315,147175,4.2,99.4,306.5,271.0,97.7,87.5,7.6,6.7,180.4674554,60.9081751,2.682314908,231.2678829,88.58181426,512.5184143,14,291372,60833,20.9,227968,44.8,102106,34.7,79105,13997,6.5,14891,10.1,23118,6062,2,24.20901279,25.075838689999998,28.14473179,18.92913029,3.641286444
6352,60.95717884,0.472292191,0.72418136,0.330604534,1.212216625,25.7,39.3,25.7,9.4,37.2,33393,2256,4.3,57.0,228.7,202.9,79.1,71.9,7.0,6.1,2.907453081,2.008950447,0.0875557,3.005877765,2.05967237,7.721808931,0,6503,1362,20.9,5241,54.9,2879,42.5,2227,522,11.4,595,19.3,1010,240,6,19.426952139999997,30.35264483,28.32178841,17.522040306,4.376574307
11212,1.542989654,0.882982519,0.463788798,0.115947199,0.606493043,32.9,31.1,26.8,9.3,25.5,35156,5049,5.3,58.0,224.8,199.9,72.9,66.5,6.2,5.4,3.867305394,2.282491457,0.204303103,4.242316827,3.754801965,13.24180993,0,11434,2513,22.0,8425,53.9,4543,41.6,3505,822,7.6,640,19.6,1653,383,6,27.738137709999997,26.1059579,23.01105958,18.569389939,4.57545487
481857,2.327038935,1.176697651,4.909132793,0.886985143,4.264335685,7.7,23.9,38.6,29.8,8.8,73971,230353,4.8,99.9,278.8,246.3,100.6,91.7,6.9,6.1,194.1983992,122.005448,5.882862273,239.6626935,282.4413333,710.8671727,90,457474,92850,20.3,366501,38.1,139527,32.1,117647,22273,5.9,21744,9.6,35011,9872,2,26.22749073,25.889216089999998,26.27003447,18.507773052,3.105485652
935764,54.19432677,0.336409608,2.707627137,0.074591457,1.554879222,11.8,27.5,29.5,31.1,21.7,47924,442379,4.2,91.5,253.1,225.8,85.1,77.8,8.1,7.4,794.4997824,164.7605673,15.89552453,495.8021433,343.6197737,1396.456385,277,937847,169553,18.1,703043,44.5,313134,33.9,238332,50635,8.5,60056,14.6,102346,23966,1,27.37153812,28.19546381,24.80732321,16.622246637,3.003428215
11372,1.072810412,2.427013718,0.677101653,0.307773479,2.488568414,24.7,32.5,31.9,10.9,15.4,55343,5732,4.3,87.6,303.4,271.5,109.4,101.0,9.2,8.3,5.701314311,3.142371238,0.165530782,6.971288179,5.367539128,16.7213226,0,11153,2515,22.5,8238,47.6,3923,36.1,2974,731,9.5,782,13.7,1127,300,5,30.42560675,22.55539923,23.35561027,20.084417873,3.578965881
31129,4.163320376,0.91554499,2.470365254,0.170259244,1.551607826,20.8,25.2,29.1,24.8,25.0,42605,13333,5.0,70.3,224.8,199.9,72.9,66.5,6.2,5.4,10.7371878,6.337109931,0.567227194,11.77836965,10.42483325,36.76456486,10,31540,5398,17.1,23589,46.0,10851,37.2,8775,1570,5.6,1318,13.2,3107,758,5,29.37775065,35.128015669999996,18.082816666,14.096180409999999,3.315236596
14432,1.510532151,0.145509978,0.291019956,0.006929047,1.177937916,21.5,38.3,27.6,12.7,18.6,42571,6142,5.4,84.8,230.9,214.6,77.3,72.9,8.3,7.6,9.476203797,3.184572919,0.339127948,6.378835208,6.136600959,20.8515241,3,14515,3347,23.1,10957,54.4,5955,40.5,4438,1173,13.4,1473,15.4,1687,401,6,26.351164079999997,22.37389135,26.656042120000002,20.863359201999998,3.755543237
22824,1.051524711,1.30126183,0.587101297,0.04381353,1.599193831,10.7,31.8,33.7,23.8,13.4,53008,9920,3.4,87.4,224.8,199.9,72.9,66.5,6.2,5.4,7.872581014,4.646413218,0.415894936,8.635982809,7.643560475,26.95603547,0,21316,7519,35.3,19012,49.2,9348,34.4,6540,1893,9.1,1738,15.0,2853,720,2,18.384157028,17.919733614000002,26.914651250000002,31.65527515,5.126182965
59770,1.244771625,1.694830182,0.931905638,0.182365735,2.041157771,12.2,28.5,29.2,30.0,8.4,74421,32479,3.2,103.4,285.7,262.5,95.4,88.9,7.8,7.1,30.38051192,23.58031443,0.933977741,26.26681221,28.57552123,76.4917276,5,57945,10202,17.6,44698,32.3,14458,24.1,10772,2453,5.8,2581,8.0,3592,1156,5,27.572360709999998,26.85126318,26.07662707,17.04032123,2.459427807
179349,6.461145588,0.877618498,2.152228337,0.170059493,3.292463298,8.4,27.2,36.3,28.1,9.5,69541,80654,3.3,125.5,265.2,240.7,86.8,80.1,6.9,6.0,104.076239,51.30554405,1.827228469,97.63462715,69.72097566,245.059125,16,166778,34353,20.6,139997,47.7,66726,31.0,43399,10776,8.6,12054,11.1,15533,4017,3,24.06146675,26.18916192,27.38515408,19.126396018,3.237821231
2464,0.36525974,0.649350649,0.487012987,0.081168831,1.339285714,1.4,30.6,43.5,24.4,8.9,60695,1176,3.3,85.0,216.2,199.9,65.3,62.2,5.8,5.4,0.940825439,0.622020464,0.04209161,0.756869512,0.820006928,2.880936888,0,2307,491,21.3,1748,38.3,669,30.4,531,124,6.2,109,10.8,189,54,6,31.899350650000002,22.524350650000002,20.90097403,20.657467532000002,4.017857143
10715,30.8819412,0.597293514,0.139990667,0.167988801,1.325244984,20.4,38.6,29.5,11.6,18.9,42423,4376,4.2,85.0,217.1,196.7,77.2,71.2,7.6,6.9,5.561512364,1.172806115,0.221408257,5.009087801,4.09495668,13.90268483,0,10955,3145,28.7,8938,57.2,5115,41.0,3665,997,12.0,1075,18.6,1662,385,5,18.208119459000002,20.466635555,29.2020532,26.90620625,5.216985534
15601,0.807640536,0.249983975,0.474328569,0.038459073,1.121722966,8.6,39.3,34.4,17.8,9.0,58384,8103,5.3,89.7,284.4,240.5,99.6,87.2,7.0,5.8,6.077017254,3.051365504,0.228974859,11.81730677,7.412908011,26.18394861,0,15794,4395,27.8,12263,47.4,5814,35.2,4317,1018,9.1,1116,11.2,1379,398,3,23.42157554,21.114031150000002,26.6264983,23.248509707,5.589385296
142854,1.462332171,27.59040699,2.058745292,0.184804066,3.033866745,10.4,21.4,32.6,35.6,15.9,60187,77083,5.5,101.9,242.0,224.0,78.1,73.2,6.9,6.1,67.7852981,38.64339651,1.653299954,66.23159453,53.56293465,184.6317744,41,138639,23195,16.7,113400,31.8,36031,24.6,27896,6344,6.5,7322,8.5,9597,3246,4,26.9456928,33.810043820000004,21.05926331,15.825248151,2.359751915
355642,24.35623464,1.068490223,3.257770455,0.882910342,4.643995928,9.4,25.9,40.1,24.5,13.0,54292,142270,4.1,89.5,224.8,199.9,72.9,66.5,6.2,5.4,122.6700165,72.40009156,6.480446327,134.5652908,119.1014342,420.0270929,90,336506,47766,14.2,257125,40.9,105279,34.1,87680,15353,6.0,15485,11.1,28576,7075,3,30.51889259,32.26025047,21.776955479999998,13.030238273,2.413663178
116321,37.05779696,0.458214768,2.07615134,0.163341099,2.216280809,14.9,30.0,29.6,25.6,25.9,41820,51746,4.1,71.3,228.7,202.9,79.1,71.9,7.0,6.1,53.24273455,36.78890505,1.603363761,55.04513657,37.71775027,141.405626,48,113941,17921,15.7,88452,41.1,36330,32.2,28482,5894,7.9,6984,13.0,11501,2785,4,28.347417919999998,33.65686334,20.87585217,14.32415471,2.795711866
4472,0.916815742,1.364042934,0.51431127,0.02236136,2.034883721,8.5,34.9,38.3,18.3,12.8,47634,2396,2.6,81.9,227.6,206.5,88.0,80.5,6.8,6.3,2.522071575,1.277931517,0.213500578,1.850850333,2.747859956,5.856674126,0,4905,1307,26.6,3448,48.4,1668,40.0,1379,332,9.7,334,14.0,482,127,6,24.57513417,21.086762075,22.584973167999998,26.43112701,5.322003578
44753,10.29651643,0.288248833,0.665877148,0.042455254,3.014323062,7.1,36.0,37.7,19.3,12.7,47357,21904,4.8,72.8,284.4,240.5,99.6,87.2,7.0,5.8,17.43252056,8.753141492,0.656836862,33.89910455,21.26465433,75.11122699,8,45839,13432,29.3,35194,51.9,18255,38.9,13690,3161,9.6,3387,12.7,4459,1280,5,23.372734790000003,21.10919938,25.20054521,23.638638754,6.678881863
708009,16.12324137,0.667364398,1.940229573,0.110168091,2.242485618,15.2,35.4,29.4,20.0,15.7,51354,298759,4.1,92.6,265.2,240.7,86.8,80.1,6.9,6.0,410.8576793,202.5368803,7.213278026,385.4283812,275.234756,967.4102784,145,652256,169578,26.0,551522,47.0,259132,33.2,183105,51440,10.0,55051,13.7,75763,20347,3,24.532315269999998,25.20886034,23.953509060000002,21.439699209,4.865616115
2303,0.955275727,1.172383847,1.432913591,0.21710812,2.257924446,9.9,30.0,39.3,20.8,14.9,40009,1253,2.6,55.6,285.7,262.5,95.4,88.9,7.8,7.1,1.170592587,0.908573936,0.03598713,1.012087477,1.101044427,2.947305482,0,2357,770,32.7,1834,37.8,693,25.5,468,170,8.5,156,11.7,215,72,6,21.9279201,20.364741645,21.971341733000003,27.44246635,8.293530178
9708,34.21920066,0.43263288,0.43263288,0.030902349,0.988875155,22.8,44.0,22.8,10.4,30.0,34849,4147,4.0,59.4,228.7,202.9,79.1,71.9,7.0,6.1,4.443569665,3.070354367,0.133814663,4.593995803,3.147874585,11.8015304,0,9800,2334,23.8,7882,54.8,4320,38.1,3003,759,10.8,853,16.5,1302,313,5,20.745776684,25.85496497,28.059332509999997,20.756077462999997,4.583848372
119089,13.04822444,1.100857342,0.701995986,0.152826877,2.208432349,16.7,29.6,32.0,21.7,13.2,52797,56339,3.5,105.8,217.1,196.7,77.2,71.2,7.6,6.9,61.81194082,13.03483971,2.460782823,55.67216586,45.51230014,154.51767,34,119157,26739,22.4,91921,49.2,45187,37.4,34378,8042,9.7,8910,13.7,12583,3088,4,25.03085927,24.07275231,26.83791114,20.070703419,3.98777385
4794,3.650396329,1.460158531,0.917813934,0.146015853,1.6478932,23.1,30.7,33.7,12.4,10.1,61987,1796,3.8,102.2,224.8,199.9,72.9,66.5,6.2,5.4,1.653573141,0.975942209,0.08735543,1.813919628,1.605469195,5.661901247,0,4836,798,16.5,3385,45.7,1547,36.0,1219,226,6.2,211,12.7,432,102,6,32.24864414,26.095118900000003,24.30120985,13.95494368,3.400083438
66470,4.417030239,0.430269294,1.740634873,0.072213028,1.722581616,6.1,21.3,30.4,42.2,5.6,102136,33270,3.3,203.5,230.9,214.6,77.3,72.9,8.3,7.6,43.64490482,14.66730612,1.561934222,29.37923893,28.26357163,96.03664129,8,64633,11255,17.4,49533,47.9,23714,35.6,17634,3225,7.4,3647,10.3,5099,1216,2,28.054761550000002,22.90206108,30.15646156,16.514216944,2.372498872
307117,14.12914297,0.296629623,6.783733886,0.067401023,2.832796621,7.3,24.1,27.3,41.3,11.3,64536,158835,3.7,95.4,375.1,304.1,112.9,94.8,10.2,7.4,198.1890833,139.7585852,2.608785015,325.6266597,101.836909,768.6172139,120,308580,67673,21.9,250758,36.0,90308,28.3,70965,15887,6.7,16768,9.7,24367,6779,3,22.4412846,29.97847726,24.232458639999997,18.89768394,4.450095566
11289,1.789352467,9.274515015,0.522632651,0.079723625,4.987155638,10.2,39.9,28.8,21.1,12.9,54210,5742,2.6,104.4,206.7,189.1,73.9,68.5,6.2,5.8,3.23804291,3.687532509,0.357873885,3.776285233,6.470359838,13.34726441,0,11421,2862,25.1,8628,48.7,4206,35.6,3072,784,9.2,794,12.7,1096,285,6,25.71529808,22.76552396,25.18380725,21.436796886,4.898573833
25349,6.631425303,1.222927926,0.469446527,0.063118861,1.226872855,15.8,40.3,25.8,18.1,13.3,55776,12606,2.8,92.0,224.8,199.9,72.9,66.5,6.2,5.4,8.743518056,5.16044202,0.461905045,9.591374352,8.489161167,29.9381591,0,24963,7816,31.3,20238,48.2,9754,35.4,7164,2070,9.6,1941,15.0,3032,784,6,22.14683025,20.142806418,24.21397293,26.722947650000002,6.773442739
19942,2.321733026,0.471366964,0.416207,0.015043627,1.624711664,14.9,46.9,25.9,12.4,13.9,50704,9145,3.1,96.8,253.1,225.8,85.1,77.8,8.1,7.4,16.93152831,3.511200722,0.338748392,10.56600419,7.322856539,29.75978263,2,19279,4324,22.4,15419,51.3,7909,37.6,5798,1420,11.5,1781,13.6,2096,514,2,24.77685287,24.165078729999998,27.334269380000002,20.469361151999998,3.25443787
39694,0.627298836,0.49629667,0.707915554,0.040308359,1.582103089,7.6,32.6,30.3,29.6,13.7,49482,21250,3.5,89.0,330.2,305.7,128.9,119.7,12.1,11.7,32.62348289,16.48968772,1.008362199,23.87445794,33.15732171,66.5519051,4,39280,11094,28.2,32399,42.0,13623,30.3,9817,2794,8.6,2776,11.4,3695,1085,6,20.637879782,21.58764549,26.64382526,26.570766362,4.559883106
125043,0.781331222,41.07307086,0.637380741,0.068776341,2.815831354,15.8,30.7,38.3,15.2,23.1,46578,52537,5.8,98.3,244.8,213.8,91.1,82.1,7.7,7.3,60.98703749,31.74667705,2.446642404,58.42104668,67.73022266,172.6971492,10,128221,23922,18.7,91989,46.1,42375,33.9,31184,7170,9.0,8235,13.7,12569,3396,4,28.920451370000002,26.387722619999998,23.431139690000002,17.651527872,3.609158449
112664,14.7065611,0.457999006,2.943264929,0.096747852,3.544166726,10.2,30.0,28.4,31.5,8.0,89964,55295,3.8,108.3,386.0,306.1,116.2,97.6,9.6,7.5,62.32886459,42.90120174,0.932229503,106.0504283,31.97547196,256.0275108,12,110979,18983,17.1,85428,47.7,40757,36.2,30925,5301,6.9,5925,10.8,9244,2249,4,26.90832919,27.12934034,27.15774338,15.860434566999999,2.944152524
653786,10.53999321,0.7577403,3.350943581,0.080760371,3.004499943,9.7,24.4,30.7,35.2,11.3,61675,358900,3.0,108.9,287.0,249.7,97.8,87.6,7.9,6.7,289.0915059,247.4283183,9.418365802,484.9804335,393.9362308,1327.924173,150,636376,115828,18.2,495977,40.0,198319,31.5,156233,32341,7.2,35772,9.9,49037,13860,1,26.72418803,29.50262012,24.19629665,16.193831008,3.383064183
26461,0.774725067,1.247118401,1.239560107,1.315143041,2.785231095,7.7,32.7,34.9,24.8,13.9,50616,11935,5.4,80.1,303.4,271.5,109.4,101.0,9.2,8.3,13.26613419,7.311843593,0.3851662,16.22117978,12.48948759,38.90810036,4,25810,6683,25.9,20506,47.5,9734,34.4,7054,1721,8.8,1812,12.1,2491,693,5,25.75488455,25.785117720000002,20.993159749,22.485922680999998,4.980915309
40507,27.66435431,0.380181203,0.708519515,0.041968055,0.994889772,13.4,33.1,31.9,21.7,13.1,59529,18769,3.7,113.7,253.1,225.8,85.1,77.8,8.1,7.4,34.39200769,7.132093453,0.688079486,21.46209666,14.87448349,60.44927866,0,39336,10782,27.4,32812,54.2,17795,40.4,13256,3040,10.3,3374,15.7,5162,1188,2,20.8877478,21.499987660000002,28.00503617,25.21539487,4.39183351
16320,1.200980392,0.821078431,0.238970588,0.049019608,1.875,13.3,46.2,25.6,14.9,14.2,45955,7960,3.8,84.5,273.1,236.3,86.6,79.0,7.0,6.3,9.102403806,1.771465768,0.324990712,10.15196398,7.288316304,28.94282041,0,16405,4245,25.9,12515,46.5,5824,35.5,4443,1122,10.6,1326,12.7,1594,422,2,25.39828431,22.78186274,25.447303920000003,21.170343134,5.202205882
14751,5.152193072,1.213477052,0.901633788,0.122025625,2.094773236,18.9,33.1,32.5,15.5,18.2,42522,6718,3.3,70.1,224.8,199.9,72.9,66.5,6.2,5.4,5.087996956,3.002946082,0.268790142,5.581378479,4.939982499,17.42150715,5,14990,3544,23.6,10896,49.5,5398,37.3,4064,991,8.7,949,14.8,1615,404,5,29.06243644,23.5577249,22.87980476,19.944410549,4.555623348
